2024年4月,,,,,,
編號,地震時間,經度,緯度,規模,深度,位置
小區域有感地震,2024/4/3 12:49,121.694,24.2168,3.8,6.8,花蓮縣政府北北東方  26.1  公里 (位於花蓮縣近海)(花蓮縣近海)
60,2024/4/3 12:48,121.722,24.203,4.1,9.1,花蓮縣政府北北東方  25.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:48,121.857,23.8262,3.9,11.9,花蓮縣政府東南方  30.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 12:44,121.689,24.165,3.5,9.6,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
59,2024/4/3 12:36,121.655,24.0785,4.7,26.7,花蓮縣政府北北東方  10.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:29,121.674,24.0282,3.9,32.8,花蓮縣政府東北方  6.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:26,121.941,24.1532,4,27.9,花蓮縣政府東北東方  37.2  公里 (位於臺灣東部海域)(臺灣東部海域)
58,2024/4/3 12:21,121.681,24.117,4.1,6.7,花蓮縣政府北北東方  15.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:18,121.816,24.1982,3.6,6.1,花蓮縣政府東北方  30.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 12:08,121.744,23.7807,4.7,14.5,花蓮縣政府南南東方  26.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 12:07,121.661,24.0673,3.4,25.3,花蓮縣政府北北東方  9.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:06,121.767,24.2635,3.9,17.2,花蓮縣政府北北東方  33.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:05,121.851,24.1793,3.7,22,花蓮縣政府東北方  31.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 12:00,121.754,23.8287,4.2,16.3,花蓮縣政府東南方  22.6  公里 (位於臺灣東部海域)(臺灣東部海域)
57,2024/4/3 11:57,121.593,23.828,5.2,17.4,花蓮縣政府南方  18.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 11:53,121.555,23.9055,3.5,7,花蓮縣政府西南方  11.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 11:51,121.757,24.2552,3.3,15.3,花蓮縣政府北北東方  32.4  公里 (位於花蓮縣近海)(花蓮縣近海)
56,2024/4/3 11:45,121.845,23.7855,4.8,6.2,花蓮縣政府東南方  32.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 11:43,121.653,24.1043,3.9,11.5,花蓮縣政府北北東方  13.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 11:39,121.671,24.1715,3.6,28.2,花蓮縣政府北北東方  20.7  公里 (位於花蓮縣近海)(花蓮縣近海)
55,2024/4/3 11:37,121.544,23.9183,4.1,7,花蓮縣政府西南方  11.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 11:34,121.698,24.0303,3.6,31.5,花蓮縣政府東北東方  9.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 11:27,121.867,24.1282,3.6,20.6,花蓮縣政府東北東方  29.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 11:24,121.747,24.0102,3.4,26.3,花蓮縣政府東方  13.1  公里 (位於臺灣東部海域)(臺灣東部海域)
54,2024/4/3 11:22,121.682,24.167,4.2,13.5,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
53,2024/4/3 11:20,121.665,24.162,4.9,30.6,花蓮縣政府北北東方  19.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 11:14,121.911,24.0303,4.4,18.2,花蓮縣政府東方  29.9  公里 (位於臺灣東部海域)(臺灣東部海域)
52,2024/4/3 11:12,121.641,23.8742,4.6,33.7,花蓮縣政府南方  13.1  公里 (位於花蓮縣近海)(花蓮縣近海)
51,2024/4/3 11:11,121.673,24.1365,4.2,17.6,花蓮縣政府北北東方  17.0  公里 (位於花蓮縣近海)(花蓮縣近海)
50,2024/4/3 11:01,121.777,24.1603,4.4,30,花蓮縣政府東北方  24.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 11:00,121.66,24.0742,3.8,26.7,花蓮縣政府北北東方  10.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 10:54,121.674,23.9608,4.2,35.6,花蓮縣政府東南東方  6.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 10:53,121.656,24.0788,3.9,27.7,花蓮縣政府北北東方  10.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 10:44,121.744,24.2732,4,5,花蓮縣政府北北東方  33.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 10:41,121.775,24.2013,3.5,9.9,花蓮縣政府東北方  28.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 10:39,121.65,24.1982,4.2,30.6,花蓮縣政府北方  23.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 10:36,121.915,24.1918,4.1,27.5,花蓮縣政府東北方  37.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 10:36,121.617,23.8152,3.7,37.2,花蓮縣政府南方  19.5  公里 (位於花蓮縣近海)(花蓮縣近海)
49,2024/4/3 10:35,121.627,24.0878,4,11,花蓮縣政府北方  10.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 10:33,121.612,23.9782,3.8,24.2,花蓮縣政府南南西方  1.7  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
48,2024/4/3 10:28,121.79,24.2178,5.3,10,花蓮縣政府東北方  30.5  公里 (位於臺灣東部海域)(臺灣東部海域)
47,2024/4/3 10:23,121.666,24.1455,4.9,17,花蓮縣政府北北東方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
46,2024/4/3 10:20,121.649,23.9198,4.5,38.6,花蓮縣政府南南東方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
45,2024/4/3 10:14,121.93,24.145,6.2,17.1,花蓮縣政府東北東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域)
44,2024/4/3 10:13,121.806,24.229,4.7,3.7,花蓮縣政府東北方  32.4  公里 (位於臺灣東部海域)(臺灣東部海域)
43,2024/4/3 09:53,121.554,23.8682,5.1,16.1,花蓮縣政府南南西方  15.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
42,2024/4/3 09:49,121.789,23.8012,5.1,12.1,花蓮縣政府東南方  27.2  公里 (位於臺灣東部海域)(臺灣東部海域)
41,2024/4/3 09:45,121.676,24.0992,4.2,9,花蓮縣政府北北東方  13.3  公里 (位於花蓮縣近海)(花蓮縣近海)
40,2024/4/3 09:39,121.725,23.8385,5.7,8.1,花蓮縣政府東南方  20.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 09:30,121.676,23.6443,3.8,27.4,花蓮縣政府南方  38.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 09:23,121.767,24.0052,3.8,5.4,花蓮縣政府東方  15.0  公里 (位於臺灣東部海域)(臺灣東部海域)
39,2024/4/3 09:17,121.683,24.0382,5,35.1,花蓮縣政府東北方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
38,2024/4/3 09:16,121.9,24.1855,4.4,21.7,花蓮縣政府東北方  35.7  公里 (位於臺灣東部海域)(臺灣東部海域)
37,2024/4/3 09:15,121.687,24.1333,4.4,35.3,花蓮縣政府北北東方  17.2  公里 (位於花蓮縣近海)(花蓮縣近海)
36,2024/4/3 09:13,121.668,24.0628,4.9,38.6,花蓮縣政府東北方  9.4  公里 (位於花蓮縣近海)(花蓮縣近海)
35,2024/4/3 09:11,121.67,24.063,4.4,50.9,花蓮縣政府東北方  9.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 09:09,121.657,24.2275,5.3,9.7,花蓮縣政府北方  26.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
34,2024/4/3 09:09,121.775,24.1095,5.4,25.4,花蓮縣政府東北方  20.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 09:08,121.632,23.9257,4.3,34.2,花蓮縣政府南方  7.3  公里 (位於花蓮縣近海)(花蓮縣近海)
33,2024/4/3 09:07,121.708,24.043,4.9,20,花蓮縣政府東北東方  10.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 09:06,121.647,23.972,4.4,38.1,花蓮縣政府東南方  3.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 09:02,121.496,23.8218,3.4,3.5,花蓮縣政府西南方  22.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
32,2024/4/3 08:54,121.623,23.7967,4.7,36.8,花蓮縣政府南方  21.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:53,121.667,24.1073,3.9,36.4,花蓮縣政府北北東方  13.8  公里 (位於花蓮縣近海)(花蓮縣近海)
31,2024/4/3 08:50,121.569,23.8353,5.4,21.6,花蓮縣政府南南西方  18.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
30,2024/4/3 08:46,121.689,24.1898,5.4,3.1,花蓮縣政府北北東方  23.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:43,121.546,23.9877,5.4,10.3,花蓮縣政府西方  7.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
29,2024/4/3 08:41,121.613,23.9613,4.6,24.1,花蓮縣政府南南西方  3.4  公里 (位於花蓮縣近海)(花蓮縣近海)
28,2024/4/3 08:39,121.678,24.254,4.5,1.4,花蓮縣政府北北東方  29.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
27,2024/4/3 08:37,121.551,23.9863,4.7,13.6,花蓮縣政府西方  7.1  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
26,2024/4/3 08:35,121.716,24.2313,5.6,14.6,花蓮縣政府北北東方  28.4  公里 (位於花蓮縣近海)(花蓮縣近海)
25,2024/4/3 08:30,121.865,24.2452,4.6,2.4,花蓮縣政府東北方  37.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 08:29,121.723,24.1413,4,31.5,花蓮縣政府東北方  19.7  公里 (位於花蓮縣近海)(花蓮縣近海)
24,2024/4/3 08:27,121.571,23.8257,4.9,20.1,花蓮縣政府南南西方  19.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 08:25,121.606,23.7955,4.6,40.3,花蓮縣政府南方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
23,2024/4/3 08:23,121.651,23.9642,4.4,30.8,花蓮縣政府東南方  4.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:19,121.611,23.998,4.1,5.7,花蓮縣政府西北方  1.2  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024/4/3 08:18,121.579,23.9255,4.5,25.5,花蓮縣政府南南西方  8.4  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
22,2024/4/3 08:17,121.724,24.0285,5.4,32.2,花蓮縣政府東北東方  11.4  公里 (位於花蓮縣近海)(花蓮縣近海)
21,2024/4/3 08:11,121.659,24.1003,6.5,5.5,花蓮縣政府北北東方  12.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:07,121.573,23.8262,4.3,19.1,花蓮縣政府南南西方  18.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 08:04,121.685,24.163,4.7,42.2,花蓮縣政府北北東方  20.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:03,121.653,23.9513,4.8,34.5,花蓮縣政府東南方  5.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:02,121.659,24.1727,5,33.3,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 08:01,121.601,23.992,5,39.7,花蓮縣政府西方  2.0  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
20,2024/4/3 08:00,121.67,23.8712,5.3,25.4,花蓮縣政府南南東方  14.2  公里 (位於花蓮縣近海)(花蓮縣近海)
19,2024/4/3 07:58,121.665,23.769,7.2,15.5,花蓮縣政府南南東方  25.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 03:33,120.214,23.3615,3.5,8.6,嘉義縣政府西南方  13.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
18,2024/4/3 03:26,120.191,23.3768,4.8,7.4,嘉義縣政府西南方  13.8  公里 (位於嘉義縣布袋鎮)(嘉義縣布袋鎮)
小區域有感地震,2024/4/1 15:01,120.203,23.3595,3.2,9.6,嘉義縣政府西南方  14.4  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024/4/1 14:57,120.215,23.3607,3.1,8.7,嘉義縣政府西南方  13.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024/4/1 14:54,120.228,23.3637,3.2,9.5,嘉義縣政府西南方  12.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
17,2024/4/1 14:51,120.21,23.3655,4.1,8.7,嘉義縣政府西南方  13.4  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
